loan_size,APR,income,principal_paid,interest_paid,loan_term,status,issue_date
7200.0, 10.65%,45000.0,7200.0,1234.53, 36 months,Fully Paid,Nov-2011
13600.0, 17.27%,51000.0,9854.26,6450.79, 60 months,Late (16-30 days),Nov-2011
18000.0, 10.65%,60000.0,18000.0,3759.85, 60 months,Fully Paid,Nov-2011
10000.0,  7.51%,79000.0,10000.0,1197.31, 36 months,Fully Paid,Nov-2011
7800.0, 16.77%,78000.0,7800.0,109.16, 36 months,Fully Paid,Nov-2011
15200.0, 19.91%,60000.0,12103.01,4514.54, 60 months,Current,Nov-2011
7000.0,  7.51%,45000.0,7000.0,838.29, 36 months,Fully Paid,Nov-2011
6000.0, 12.42%,75000.0,6000.0,1215.33, 36 months,Fully Paid,Nov-2011
25000.0, 18.25%,83000.0,25000.0,2215.5, 60 months,Fully Paid,Nov-2011
20000.0, 18.25%,91140.0,20000.0,7317.39, 60 months,Fully Paid,Nov-2011
18000.0, 12.42%,75000.0,18000.0,4709.22, 60 months,Fully Paid,Nov-2011
12000.0, 14.27%,70000.0,12000.0,3200.92, 60 months,Fully Paid,Nov-2011
2400.0, 11.71%,12000.0,1977.74,436.63, 36 months,Charged Off,Nov-2011
35000.0, 14.27%,60000.0,35000.0,8525.66, 60 months,Fully Paid,Nov-2011
30000.0,  7.90%,120000.0,30000.0,3803.04, 36 months,Fully Paid,Nov-2011
14400.0, 10.65%,75000.0,2449.92,828.88, 36 months,Charged Off,Nov-2011
8675.0,  7.51%,42000.0,8675.0,1003.57, 36 months,Fully Paid,Nov-2011
35000.0, 22.35%,240000.0,35000.0,12258.34, 60 months,Fully Paid,Nov-2011
15000.0, 13.49%,94000.0,11732.24,5485.04, 60 months,Current,Nov-2011
4200.0, 11.71%,72500.0,4200.0,727.1, 36 months,Fully Paid,Nov-2011
6500.0,  7.90%,75000.0,6500.0,794.41, 36 months,Fully Paid,Nov-2011
14950.0,  6.62%,165000.0,14950.0,1199.29, 36 months,Fully Paid,Nov-2011
24000.0, 17.58%,110000.0,2399.76,3014.82, 60 months,Charged Off,Nov-2011
9250.0, 17.27%,22000.0,9250.0,4060.23, 60 months,Fully Paid,Nov-2011
4500.0, 14.27%,35000.0,4500.0,1054.41, 36 months,Fully Paid,Nov-2011
6000.0, 12.42%,40000.0,6000.0,455.23, 36 months,Fully Paid,Nov-2011
12375.0, 13.49%,42000.0,9676.52,4521.77, 60 months,Current,Nov-2011
12250.0, 14.27%,55000.0,12250.0,3624.09, 60 months,Fully Paid,Nov-2011
35000.0, 19.03%,400000.0,35000.0,15134.07, 60 months,Fully Paid,Nov-2011
7200.0, 11.71%,45000.0,3479.44,1036.67, 36 months,Charged Off,Nov-2011
3000.0, 14.65%,36000.0,1938.81,645.44, 36 months,Charged Off,Nov-2011
35000.0, 21.67%,270000.0,5584.02,8814.5, 60 months,Charged Off,Nov-2011
24000.0,  7.90%,65000.0,24000.0,3032.29, 36 months,Fully Paid,Nov-2011
9000.0, 12.42%,65000.0,9000.0,1778.25, 36 months,Fully Paid,Nov-2011
18000.0, 14.65%,140000.0,18000.0,4349.72, 36 months,Fully Paid,Nov-2011
15000.0,  8.90%,40000.0,15000.0,2147.68, 36 months,Fully Paid,Nov-2011
18000.0,  9.91%,90000.0,18000.0,1644.89, 36 months,Fully Paid,Nov-2011
5000.0, 12.69%,72000.0,5000.0,1037.32, 36 months,Fully Paid,Nov-2011
7000.0,  7.51%,50026.0,7000.0,246.39, 36 months,Fully Paid,Nov-2011
21250.0, 17.27%,40000.0,21250.0,609.08, 60 months,Fully Paid,Nov-2011
22400.0, 11.71%,106000.0,17683.72,7031.72, 60 months,Current,Nov-2011
8500.0,  6.62%,86706.0,8500.0,482.66, 36 months,Fully Paid,Nov-2011
15000.0,  6.03%,86000.0,15000.0,776.6, 36 months,Fully Paid,Nov-2011
14800.0, 12.69%,38000.0,14800.01,1471.88, 60 months,Fully Paid,Nov-2011
12000.0, 14.65%,63000.0,12000.0,2846.24, 60 months,Fully Paid,Nov-2011
16000.0, 11.71%,80896.8,12629.26,5018.45, 60 months,Current,Nov-2011
6000.0, 16.29%,39564.0,2309.45,1075.51, 36 months,Charged Off,Nov-2011
2400.0, 11.71%,39800.0,2400.0,435.49, 36 months,Fully Paid,Nov-2011
25000.0, 18.25%,156000.0,19656.85,12494.61, 60 months,Current,Nov-2011
20000.0, 11.71%,80700.0,20000.0,3398.92, 36 months,Fully Paid,Nov-2011
12000.0, 18.25%,34000.0,4264.3,4313.78, 60 months,Charged Off,Nov-2011
12000.0, 13.49%,125000.0,12000.0,2653.08, 36 months,Fully Paid,Nov-2011
15000.0, 12.42%,72000.0,15000.0,1726.53, 36 months,Fully Paid,Nov-2011
12000.0,  6.03%,48000.0,12000.0,1147.82, 36 months,Fully Paid,Nov-2011
15000.0, 15.96%,50000.0,5049.36,4424.53, 60 months,Charged Off,Nov-2011
15000.0, 15.27%,32976.0,5812.65,4597.77, 60 months,Charged Off,Nov-2011
18825.0, 11.71%,60000.0,18825.0,4647.02, 60 months,Fully Paid,Nov-2011
1500.0, 11.71%,21600.0,105.59,42.73, 36 months,Charged Off,Nov-2011
28000.0,  9.91%,110000.0,28000.0,3729.8, 36 months,Fully Paid,Nov-2011
13200.0, 16.77%,49000.0,13200.0,3678.22, 36 months,Fully Paid,Nov-2011
4800.0, 11.71%,105000.0,4800.0,913.57, 36 months,Fully Paid,Nov-2011
12000.0,  9.91%,125000.0,12000.0,1918.64, 36 months,Fully Paid,Nov-2011
1500.0,  9.91%,48000.0,1500.0,209.57, 36 months,Fully Paid,Nov-2011
30000.0, 22.06%,90000.0,2056.02,3747.26, 60 months,Charged Off,Nov-2011
15000.0, 12.42%,36000.0,11804.87,5020.85, 60 months,Current,Nov-2011
16000.0,  7.90%,480000.0,16000.0,2021.58, 36 months,Fully Paid,Nov-2011
1000.0, 12.42%,36000.0,1000.0,201.96, 36 months,Fully Paid,Nov-2011
5250.0,  7.51%,36000.0,5250.0,424.16, 36 months,Fully Paid,Nov-2011
1500.0,  6.03%,60000.0,1500.0,29.13, 36 months,Fully Paid,Nov-2011
12000.0, 15.96%,48744.0,131.14,451.48, 60 months,Charged Off,Nov-2011
13000.0, 13.49%,66000.0,13000.0,4014.74, 60 months,Fully Paid,Nov-2011
2400.0, 11.71%,15648.0,2400.0,456.64, 36 months,Fully Paid,Nov-2011
14000.0, 11.71%,45760.0,3763.45,1319.54, 36 months,Charged Off,Nov-2011
14800.0, 17.58%,99996.0,14800.0,6184.41, 60 months,Fully Paid,Nov-2011
15000.0, 11.71%,36021.96,5208.71,1722.55, 36 months,Charged Off,Nov-2011
8250.0,  7.51%,48000.0,8250.0,988.63, 36 months,Fully Paid,Nov-2011
7450.0, 12.69%,95000.0,7450.0,266.78, 36 months,Fully Paid,Nov-2011
22000.0,  7.51%,115000.0,22000.0,2632.44, 36 months,Fully Paid,Nov-2011
3250.0, 13.49%,55000.0,3250.0,719.12, 36 months,Fully Paid,Nov-2011
10000.0, 10.65%,122500.0,10000.0,1597.07, 36 months,Fully Paid,Nov-2011
4900.0, 15.27%,80000.0,4900.0,1233.67, 36 months,Fully Paid,Nov-2011
35000.0, 11.71%,110000.0,6926.82,4652.28, 60 months,Charged Off,Nov-2011
9500.0, 14.65%,54000.0,9500.0,116.54, 36 months,Fully Paid,Nov-2011
3800.0,  7.51%,47000.0,869.42,191.95, 36 months,Charged Off,Nov-2011
12400.0, 22.06%,65004.0,595.32,1116.48, 60 months,Charged Off,Nov-2011
4000.0, 17.27%,45000.0,309.36,388.82, 60 months,Charged Off,Nov-2011
7500.0,  6.03%,210000.0,7500.0,335.74, 36 months,Fully Paid,Nov-2011
12000.0,  7.51%,120000.0,12000.0,665.04, 36 months,Fully Paid,Nov-2011
18000.0, 11.71%,59000.0,18000.0,5436.15, 60 months,Fully Paid,Nov-2011
8875.0, 10.65%,40000.0,2413.13,761.74, 36 months,Charged Off,Nov-2011
30000.0, 15.96%,135000.0,30000.0,13039.31, 60 months,Fully Paid,Nov-2011
24625.0, 22.06%,69600.0,24625.0,7061.82, 60 months,Fully Paid,Nov-2011
5000.0,  6.03%,25000.0,5000.0,478.1, 36 months,Fully Paid,Nov-2011
12000.0, 19.91%,36000.0,12000.0,1764.96, 60 months,Fully Paid,Nov-2011
6000.0,  7.90%,66000.0,6000.0,534.13, 36 months,Fully Paid,Nov-2011
10000.0,  7.90%,80000.0,10000.0,1263.67, 36 months,Fully Paid,Nov-2011
18200.0,  9.91%,36400.0,18200.0,2909.15, 36 months,Fully Paid,Nov-2011
12000.0, 11.71%,71201.0,12000.0,1598.49, 36 months,Fully Paid,Nov-2011
6250.0, 12.69%,36000.0,6250.0,1295.14, 36 months,Fully Paid,Nov-2011
3600.0,  7.90%,52800.0,3600.0,434.65, 36 months,Fully Paid,Nov-2011
17900.0,  7.90%,65000.0,17900.0,1983.75, 36 months,Fully Paid,Nov-2011
18000.0, 19.03%,36000.0,0.0,0.0, 60 months,Charged Off,Nov-2011
8000.0,  6.03%,42682.0,8000.0,292.84, 36 months,Fully Paid,Nov-2011
30000.0, 20.30%,80000.0,291.61,506.22, 60 months,Charged Off,Nov-2011
7125.0,  7.90%,36000.0,7125.0,821.97, 36 months,Fully Paid,Nov-2011
6400.0,  7.51%,31200.0,6400.0,765.76, 36 months,Fully Paid,Nov-2011
17400.0, 11.71%,133000.0,17400.0,2319.46, 36 months,Fully Paid,Nov-2011
6000.0, 10.65%,108000.0,6000.0,205.6, 36 months,Fully Paid,Nov-2011
16000.0, 12.42%,118000.0,12590.24,5354.43, 60 months,Current,Nov-2011
20000.0, 12.69%,52538.0,726.0,624.39, 60 months,Charged Off,Nov-2011
14000.0,  8.90%,187000.0,14000.0,2001.54, 36 months,Fully Paid,Nov-2011
35000.0, 17.27%,122000.0,35000.0,12398.6, 60 months,Fully Paid,Nov-2011
7000.0, 12.69%,84000.0,7000.0,716.7, 36 months,Fully Paid,Nov-2011
9000.0, 16.77%,61000.0,9000.0,694.03, 36 months,Fully Paid,Nov-2011
10000.0, 15.27%,50000.0,4475.97,1594.19, 36 months,Charged Off,Nov-2011
5500.0,  8.90%,30000.0,5500.0,362.16, 36 months,Fully Paid,Nov-2011
5000.0,  8.90%,76000.0,5000.0,711.27, 36 months,Fully Paid,Nov-2011
11000.0,  9.91%,60000.0,11000.0,1759.48, 36 months,Fully Paid,Nov-2011
22000.0, 22.06%,78000.0,837.17,1592.39, 60 months,Charged Off,Nov-2011
34000.0, 11.71%,65000.0,34000.0,6954.38, 60 months,Fully Paid,Nov-2011
15000.0, 13.49%,112000.0,15000.0,3319.94, 36 months,Fully Paid,Nov-2011
12000.0,  7.90%,50000.0,12000.0,2344.9, 60 months,Fully Paid,Nov-2011
12075.0, 12.42%,170000.0,12074.99,1975.48, 36 months,Fully Paid,Nov-2011
6725.0,  6.62%,70000.0,6725.0,707.43, 36 months,Fully Paid,Nov-2011
15000.0,  6.03%,43000.0,15000.0,1434.67, 36 months,Fully Paid,Nov-2011
18000.0, 15.96%,59000.0,2086.84,2260.4, 60 months,Charged Off,Nov-2011
10000.0,  6.03%,86000.0,10000.0,956.45, 36 months,Fully Paid,Nov-2011
6500.0,  6.03%,46150.0,6500.0,621.65, 36 months,Fully Paid,Nov-2011
16000.0, 13.49%,96000.0,12517.07,5852.86, 60 months,Current,Nov-2011
24400.0,  8.90%,90000.0,24400.0,1172.82, 36 months,Fully Paid,Nov-2011
25450.0, 17.58%,57000.0,810.95,1101.61, 60 months,Charged Off,Nov-2011
12000.0, 14.27%,40320.0,12000.0,1689.9, 36 months,Fully Paid,Nov-2011
20000.0, 17.58%,94000.0,10095.07,6501.21, 60 months,Charged Off,Nov-2011
10000.0, 12.69%,40000.0,3178.18,1236.8, 36 months,Charged Off,Nov-2011
6000.0, 15.27%,60000.0,6000.0,1440.48, 36 months,Fully Paid,Nov-2011
3000.0, 17.58%,60000.0,3000.0,878.15, 36 months,Fully Paid,Nov-2011
9600.0,  7.90%,38000.0,9600.0,1213.45, 36 months,Fully Paid,Nov-2011
12000.0,  7.90%,50400.0,12000.0,1407.98, 36 months,Fully Paid,Nov-2011
21000.0, 18.25%,100000.0,9874.77,8794.24, 60 months,Charged Off,Nov-2011
18000.0, 10.65%,40000.0,14251.69,5084.56, 60 months,Current,Nov-2011
12000.0,  9.91%,63150.0,12000.0,1756.41, 36 months,Fully Paid,Nov-2011
10000.0,  6.62%,54000.0,10000.0,773.51, 36 months,Fully Paid,Nov-2011
13000.0, 15.27%,62000.0,13000.0,3278.45, 36 months,Fully Paid,Nov-2011
13000.0, 11.71%,120000.0,13000.0,2475.48, 36 months,Fully Paid,Nov-2011
14125.0, 19.42%,55000.0,14125.0,7490.7, 60 months,Fully Paid,Nov-2011
4200.0,  9.91%,50000.0,4200.0,671.28, 36 months,Fully Paid,Nov-2011
10000.0,  6.03%,67200.0,10000.0,956.51, 36 months,Fully Paid,Nov-2011
9500.0, 11.71%,46000.0,9500.0,1615.84, 36 months,Fully Paid,Nov-2011
17000.0,  8.90%,36300.0,17000.0,3661.44, 60 months,Fully Paid,Nov-2011
30000.0,  7.51%,125000.0,3767.98,890.17, 36 months,Charged Off,Nov-2011
30000.0, 14.27%,60000.0,30000.0,5840.33, 36 months,Fully Paid,Nov-2011
5375.0,  8.90%,54000.0,5375.0,768.42, 36 months,Fully Paid,Nov-2011
14500.0, 10.65%,54000.0,14500.0,2135.13, 36 months,Fully Paid,Nov-2011
30000.0, 11.71%,97500.0,8112.66,5143.7, 60 months,Charged Off,Nov-2011
28000.0, 19.91%,100000.0,28000.0,9029.69, 60 months,Fully Paid,Nov-2011
20000.0, 19.03%,68232.0,15196.31,10675.33, 60 months,Current,Nov-2011
5000.0,  7.51%,15000.0,5000.0,598.63, 36 months,Fully Paid,Nov-2011
15000.0,  7.90%,90000.0,15000.0,1895.58, 36 months,Fully Paid,Nov-2011
13000.0,  9.91%,37000.0,13000.0,2069.81, 36 months,Fully Paid,Nov-2011
28000.0,  6.62%,300000.0,28000.0,2941.76, 36 months,Fully Paid,Nov-2011
7200.0, 15.27%,30000.0,7200.0,510.61, 36 months,Fully Paid,Nov-2011
5225.0,  9.91%,55000.0,5225.0,835.66, 36 months,Fully Paid,Nov-2011
16000.0, 17.27%,180000.0,12277.2,7674.86, 60 months,Current,Nov-2011
5000.0, 16.77%,90000.0,5000.0,1300.06, 36 months,Fully Paid,Nov-2011
25000.0, 16.77%,90000.0,7567.19,6608.65, 36 months,Charged Off,Nov-2011
20000.0, 15.96%,78000.0,20000.0,3674.03, 36 months,Fully Paid,Nov-2011
10000.0,  6.03%,79200.0,10000.0,730.2, 36 months,Fully Paid,Nov-2011
14000.0,  8.90%,30000.0,14000.0,1991.96, 36 months,Fully Paid,Nov-2011
12000.0, 15.27%,48000.0,9286.1,5010.35, 60 months,Current,Nov-2011
4600.0,  7.90%,30000.0,4600.0,580.97, 36 months,Fully Paid,Nov-2011
7000.0,  7.90%,75000.0,7000.0,884.51, 36 months,Fully Paid,Nov-2011
12000.0,  7.90%,65000.0,12000.0,1516.5, 36 months,Fully Paid,Nov-2011
20000.0, 14.65%,110000.0,458.59,485.41, 60 months,Charged Off,Nov-2011
35000.0, 18.25%,200000.0,4704.15,7665.68, 60 months,Charged Off,Nov-2011
20000.0, 15.96%,70000.0,20000.0,1543.14, 60 months,Fully Paid,Nov-2011
18225.0, 19.91%,33000.0,18225.0,7348.37, 60 months,Fully Paid,Nov-2011
6500.0, 10.65%,115000.0,6500.0,556.89, 36 months,Fully Paid,Nov-2011
20000.0, 14.65%,106000.0,16966.86,7636.36, 60 months,Current,Nov-2011
25000.0, 10.65%,38400.0,19810.69,7069.52, 60 months,Current,Nov-2011
8500.0,  7.51%,42000.0,8500.0,105.17, 36 months,Fully Paid,Nov-2011
4000.0, 10.65%,75000.0,4000.0,1026.01, 60 months,Fully Paid,Nov-2011
12000.0, 13.49%,64000.0,12000.0,1502.63, 36 months,Fully Paid,Nov-2011
6400.0,  7.90%,51000.0,6400.0,636.77, 36 months,Fully Paid,Nov-2011
35000.0, 20.30%,100904.0,35000.0,19121.67, 60 months,Fully Paid,Nov-2011
16000.0, 11.71%,35000.0,16000.0,3047.4, 36 months,Fully Paid,Nov-2011
11000.0, 16.77%,125000.0,11000.0,2987.61, 36 months,Fully Paid,Nov-2011
3200.0, 11.71%,65000.0,3200.0,91.64, 36 months,Fully Paid,Nov-2011
3300.0, 11.71%,75000.0,3300.0,32.45, 36 months,Fully Paid,Nov-2011
9400.0,  6.62%,98280.0,9400.0,989.27, 36 months,Fully Paid,Nov-2011
4000.0, 13.49%,103000.0,4000.0,869.56, 36 months,Fully Paid,Nov-2011
25000.0, 12.42%,45000.0,9358.42,5776.43, 60 months,Charged Off,Nov-2011
12000.0, 10.65%,62000.0,1736.25,1109.79, 60 months,Charged Off,Nov-2011
10000.0, 12.42%,70000.0,10000.0,2028.09, 36 months,Fully Paid,Nov-2011
12000.0,  6.03%,80000.0,12000.0,1147.85, 36 months,Fully Paid,Nov-2011
18000.0,  7.90%,42000.0,18000.0,2275.54, 36 months,Fully Paid,Nov-2011
15000.0, 21.28%,40000.0,15000.0,8087.68, 60 months,Fully Paid,Nov-2011
14075.0,  9.91%,57468.0,14075.0,2218.75, 36 months,Fully Paid,Nov-2011
14125.0, 21.28%,35000.0,12191.77,4141.11, 60 months,Charged Off,Nov-2011
4800.0, 17.58%,26000.0,4800.0,2062.54, 60 months,Fully Paid,Nov-2011
17175.0, 18.25%,48000.0,17175.0,7732.36, 60 months,Fully Paid,Nov-2011
8000.0,  6.03%,33600.0,8000.0,721.87, 36 months,Fully Paid,Nov-2011
7125.0, 11.71%,22800.0,673.16,267.84, 36 months,Charged Off,Nov-2011
6500.0, 10.65%,56650.0,6500.0,765.4, 36 months,Fully Paid,Nov-2011
19000.0, 17.58%,100000.0,19000.0,9251.6, 60 months,Fully Paid,Nov-2011
21000.0, 12.42%,90000.0,21000.0,5247.64, 60 months,Fully Paid,Nov-2011
12000.0, 10.65%,72000.0,9494.74,3391.46, 60 months,Current,Nov-2011
2850.0,  7.51%,87120.0,2850.0,340.66, 36 months,Fully Paid,Nov-2011
13000.0, 14.27%,39624.0,10125.8,5055.58, 60 months,Current,Nov-2011
8000.0, 13.49%,37000.0,8000.0,1769.68, 36 months,Fully Paid,Nov-2011
1500.0, 18.64%,18000.0,1500.0,468.8, 36 months,Fully Paid,Nov-2011
30000.0, 10.65%,70000.0,30000.0,2010.72, 36 months,Fully Paid,Nov-2011
9475.0,  6.03%,62000.0,9475.0,796.07, 36 months,Fully Paid,Nov-2011
9975.0, 17.58%,82400.0,9975.0,564.0, 60 months,Fully Paid,Nov-2011
3000.0, 14.65%,50400.0,3000.0,724.89, 36 months,Fully Paid,Nov-2011
20900.0, 12.69%,82000.0,20900.0,1800.63, 36 months,Fully Paid,Nov-2011
30000.0, 22.74%,130000.0,22390.06,19643.59, 60 months,Current,Nov-2011
8000.0,  6.62%,50000.0,8000.0,385.39, 36 months,Fully Paid,Nov-2011
6000.0, 15.96%,24000.0,6000.0,1586.53, 36 months,Fully Paid,Nov-2011
2600.0, 15.27%,74029.56,2599.99,657.01, 36 months,Fully Paid,Nov-2011
11500.0,  7.90%,29000.0,11500.0,1453.78, 36 months,Fully Paid,Nov-2011
5000.0, 12.69%,50000.0,5000.0,1035.56, 36 months,Fully Paid,Nov-2011
6500.0, 10.65%,95000.0,6500.0,669.96, 36 months,Fully Paid,Nov-2011
14000.0, 14.65%,118354.61,14000.0,2486.41, 60 months,Fully Paid,Nov-2011
24000.0,  7.90%,95000.0,24000.0,750.63, 36 months,Fully Paid,Nov-2011
12150.0, 18.25%,38000.0,1627.15,2071.85, 60 months,Charged Off,Nov-2011
5800.0, 12.42%,72000.0,5800.0,1134.62, 36 months,Fully Paid,Nov-2011
12000.0, 13.49%,100000.0,12000.0,4069.52, 60 months,Fully Paid,Nov-2011
6000.0,  8.90%,54000.0,6000.0,1331.78, 60 months,Fully Paid,Nov-2011
12000.0, 15.96%,50000.0,12000.0,3381.7, 60 months,Fully Paid,Nov-2011
5000.0,  6.62%,42082.0,2648.81,414.19, 36 months,Charged Off,Nov-2011
23000.0, 10.65%,69500.0,23000.0,4975.33, 60 months,Fully Paid,Nov-2011
2600.0, 16.29%,15000.0,2600.0,581.83, 36 months,Fully Paid,Nov-2011
3000.0,  6.62%,55000.0,3000.0,314.91, 36 months,Fully Paid,Nov-2011
10375.0,  6.62%,79000.0,10375.0,802.2, 36 months,Fully Paid,Nov-2011
7200.0,  6.62%,82008.0,7200.0,659.19, 36 months,Fully Paid,Nov-2011
17725.0, 11.71%,57000.0,13989.24,5558.7, 60 months,Current,Nov-2011
15350.0, 13.49%,48000.0,15350.0,4469.12, 60 months,Fully Paid,Nov-2011
4200.0, 12.42%,72000.0,4200.0,851.11, 36 months,Fully Paid,Nov-2011
4200.0,  6.62%,69000.0,4200.0,441.83, 36 months,Fully Paid,Nov-2011
10000.0,  7.51%,60629.92,10000.0,1027.37, 36 months,Fully Paid,Nov-2011
5000.0,  6.03%,72000.0,5000.0,314.72, 36 months,Fully Paid,Nov-2011
14125.0,  6.62%,30000.0,14125.0,1049.92, 36 months,Fully Paid,Nov-2011
20000.0, 18.25%,62000.0,15263.01,10196.24, 60 months,Current,Nov-2011
9000.0, 18.25%,48000.0,2320.23,2733.96, 60 months,Charged Off,Nov-2011
10000.0,  6.62%,85000.0,10000.0,977.71, 36 months,Fully Paid,Nov-2011
10000.0, 11.71%,180000.0,10000.0,1792.21, 36 months,Fully Paid,Nov-2011
5400.0,  8.90%,38000.0,5400.0,772.74, 36 months,Fully Paid,Nov-2011
9000.0, 10.65%,100000.0,9000.0,584.63, 36 months,Fully Paid,Nov-2011
4800.0, 18.25%,66000.0,1347.38,1461.15, 60 months,Charged Off,Nov-2011
24000.0, 15.96%,134500.0,24000.0,5166.24, 36 months,Fully Paid,Nov-2011
17600.0, 17.27%,40000.0,17600.0,1234.51, 60 months,Fully Paid,Nov-2011
12000.0,  7.90%,77000.0,12000.0,1517.3, 36 months,Fully Paid,Nov-2011
4925.0, 11.71%,46000.0,4925.0,390.24, 36 months,Fully Paid,Nov-2011
7200.0, 11.71%,31700.0,3579.38,1145.01, 36 months,Charged Off,Nov-2011
30000.0, 19.03%,81840.0,30000.0,4656.02, 36 months,Fully Paid,Nov-2011
15000.0, 13.49%,72000.0,11727.93,5479.54, 60 months,Current,Nov-2011
20000.0,  7.90%,101000.0,20000.0,2295.01, 36 months,Fully Paid,Nov-2011
8000.0, 16.77%,21000.0,1447.11,823.61, 36 months,Charged Off,Nov-2011
18000.0,  7.90%,70000.0,18000.0,234.29, 36 months,Fully Paid,Nov-2011
6400.0, 11.71%,37000.0,6400.0,1218.6, 36 months,Fully Paid,Nov-2011
9600.0,  6.62%,54000.0,9600.0,1009.79, 36 months,Fully Paid,Nov-2011
7000.0,  6.03%,80000.0,7000.0,588.1, 36 months,Fully Paid,Nov-2011
7000.0, 10.65%,90000.0,7000.0,240.93, 36 months,Fully Paid,Nov-2011
9600.0,  9.91%,59000.0,9600.0,1536.07, 36 months,Fully Paid,Nov-2011
10000.0,  7.90%,50000.0,10000.0,851.78, 36 months,Fully Paid,Nov-2011
18000.0,  7.90%,140000.0,18000.0,1668.89, 36 months,Fully Paid,Nov-2011
8400.0,  6.62%,72000.0,8400.0,862.03, 36 months,Fully Paid,Nov-2011
33600.0, 13.49%,111396.0,26742.49,12252.79, 60 months,Current,Nov-2011
7200.0, 10.65%,105000.0,7200.0,751.0, 36 months,Fully Paid,Nov-2011
4550.0, 16.77%,30000.0,3488.22,2127.87, 60 months,Current,Nov-2011
18750.0, 16.77%,37500.0,18750.0,262.47, 60 months,Fully Paid,Nov-2011
5600.0,  7.90%,192000.0,5600.0,707.57, 36 months,Fully Paid,Nov-2011
4200.0, 12.69%,55000.0,4200.0,826.44, 36 months,Fully Paid,Nov-2011
12600.0, 12.42%,38000.0,10552.74,2491.67, 36 months,Charged Off,Nov-2011
4800.0, 12.42%,54000.0,4800.0,280.68, 36 months,Fully Paid,Nov-2011
3000.0,  7.90%,96000.0,3000.0,375.12, 36 months,Fully Paid,Nov-2011
22000.0, 12.42%,100800.0,22000.0,3117.01, 36 months,Fully Paid,Nov-2011
20000.0, 13.49%,71000.0,20000.0,4581.4, 60 months,Fully Paid,Nov-2011
4750.0,  7.90%,30000.0,4750.0,300.5, 36 months,Fully Paid,Nov-2011
7500.0,  6.62%,66000.0,7500.0,41.55, 36 months,Fully Paid,Nov-2011
15000.0, 17.58%,65000.0,11466.08,7344.91, 60 months,Current,Nov-2011
30000.0, 18.64%,94325.0,30000.0,3696.26, 60 months,Fully Paid,Nov-2011
9000.0,  7.90%,75500.0,9000.0,1137.41, 36 months,Fully Paid,Nov-2011
35000.0, 10.65%,156000.0,35000.0,6038.48, 36 months,Fully Paid,Nov-2011
26000.0, 18.64%,50000.0,7247.02,8146.33, 60 months,Charged Off,Nov-2011
6400.0,  7.90%,95000.0,6400.0,808.48, 36 months,Fully Paid,Nov-2011
10800.0, 16.29%,48000.0,10800.0,2923.41, 36 months,Fully Paid,Nov-2011
3000.0, 14.27%,74500.0,3000.0,689.65, 36 months,Fully Paid,Nov-2011
4500.0, 13.49%,37200.0,4500.0,1065.96, 60 months,Fully Paid,Nov-2011
15000.0,  7.90%,65000.0,15000.0,844.83, 36 months,Fully Paid,Nov-2011
12600.0, 19.42%,55000.0,9560.12,6885.2, 60 months,Current,Nov-2011
25000.0, 12.42%,150000.0,19677.99,8369.71, 60 months,Current,Nov-2011
10200.0,  7.51%,130000.0,10200.0,1116.61, 36 months,Fully Paid,Nov-2011
20000.0, 12.69%,74000.0,20000.0,4146.69, 36 months,Fully Paid,Nov-2011
7000.0, 11.71%,90000.0,7000.0,1332.9, 36 months,Fully Paid,Nov-2011
20000.0, 12.69%,107496.0,20000.0,2496.63, 36 months,Fully Paid,Nov-2011
17000.0, 19.03%,175000.0,17000.0,7157.96, 60 months,Fully Paid,Nov-2011
5000.0, 10.65%,79200.0,3958.47,1412.16, 60 months,Current,Nov-2011
21000.0,  9.91%,93000.0,21000.0,3343.17, 36 months,Fully Paid,Nov-2011
12000.0,  6.03%,61000.0,12000.0,1147.85, 36 months,Fully Paid,Nov-2011
24000.0, 18.25%,228000.0,24000.0,1081.25, 60 months,Fully Paid,Nov-2011
5400.0, 14.27%,54000.0,5400.0,1243.94, 36 months,Fully Paid,Nov-2011
9400.0, 14.27%,62000.0,7321.4,3653.6, 60 months,Current,Nov-2011
15125.0, 13.49%,55000.0,15125.0,3332.56, 60 months,Fully Paid,Nov-2011
12000.0,  9.91%,140000.0,12000.0,1919.2, 36 months,Fully Paid,Nov-2011
12000.0,  9.91%,30000.0,12000.0,2950.94, 60 months,Fully Paid,Nov-2011
10000.0,  7.90%,55000.0,10000.0,1263.56, 36 months,Fully Paid,Nov-2011
30000.0, 12.42%,190000.0,6704.28,4733.32, 60 months,Charged Off,Nov-2011
6500.0, 11.71%,38492.0,6500.0,1175.07, 36 months,Fully Paid,Nov-2011
8000.0, 10.65%,30000.0,8000.0,519.62, 36 months,Fully Paid,Nov-2011
3600.0, 12.42%,54000.0,3600.0,345.46, 36 months,Fully Paid,Nov-2011
7100.0, 18.25%,80000.0,1509.66,1920.97, 60 months,Charged Off,Nov-2011
2400.0,  9.91%,15000.0,2400.0,344.61, 36 months,Fully Paid,Nov-2011
10950.0, 14.27%,21888.0,4859.25,3313.88, 60 months,Charged Off,Nov-2011
4000.0,  7.51%,80000.0,1986.81,363.11, 36 months,Charged Off,Nov-2011
12600.0, 12.69%,64590.0,9880.6,4302.56, 60 months,Current,Nov-2011
